,position,link,asin,is_lightning_deal,deal_type,starts_at,ends_at,type,title,image,deal_price_lower,deal_price_upper,deal_price,list_price_lower,list_price_upper,list_price,current_price_lower,current_price_upper,current_price,merchant_name,free_shipping,is_prime,is_map,deal_id,seller_id,description,rating,ratings_total,page,asins_in_deal
70,11,https://www.amazon.com/s/?url=search-alias%3Daps&hidden-keywords=B09GXBCW57|B09GXGGM78|B09HT5PR2Q|B09HT7BYY6|B09HTWGKNT|B09NBX16Q7|B09NBXJKSG,B09GXBCW57,False,BEST_DEAL,2022-06-29T05:00:00.513Z,2022-07-13T05:00:00.513Z,multi_item,Up to 30% off Electronics from ERGOJOY,https://m.media-amazon.com/images/I/31j9qiExQFL.jpg,"{'value': 32.19, 'currency': 'USD', 'symbol': '$', 'raw': '32.19'}","{'value': 86.79, 'currency': 'USD', 'symbol': '$', 'raw': '86.79'}","{'value': 32.19, 'currency': 'USD', 'symbol': '$', 'raw': '32.19 - 86.79', 'name': 'Deal Price'}","{'value': 50.99, 'currency': 'USD', 'symbol': '$', 'raw': '50.99'}","{'value': 139.99, 'currency': 'USD', 'symbol': '$', 'raw': '139.99'}","{'value': 50.99, 'currency': 'USD', 'symbol': '$', 'raw': '50.99 - 139.99', 'name': 'List Price'}","{'value': 32.19, 'currency': 'USD', 'symbol': '$', 'raw': '32.19'}","{'value': 86.79, 'currency': 'USD', 'symbol': '$', 'raw': '86.79'}","{'value': 32.19, 'currency': 'USD', 'symbol': '$', 'raw': '32.19 - 86.79', 'name': 'Current Price'}",ERGOJOY,False,True,False,36eb853b,A3OR3G6MJSF9SJ,Up to 30% off Electronics from ERGOJOY,5.0,2,2,
71,12,https://www.amazon.com/Suptek-Adjustable-Bracket-400x400mm-A1/dp/B07GKT445K,B07GKT445K,False,BEST_DEAL,2022-07-04T07:00:00.513Z,2022-07-11T06:45:00.513Z,single_item,Suptek TV Wall Mount A1 Series,https://m.media-amazon.com/images/I/41dX-ShcULL._SY500_.jpg,,,"{'value': 16.99, 'currency': 'USD', 'symbol': '$', 'raw': '16.99', 'name': 'Deal Price'}",,,"{'value': 29.99, 'currency': 'USD', 'symbol': '$', 'raw': '29.99', 'name': 'List Price'}",,,"{'value': 16.99, 'currency': 'USD', 'symbol': '$', 'raw': '16.99', 'name': 'Current Price'}",Suptek,False,True,False,e9400a90,A2NUZ71F3C99A,Suptek TV Wall Mount A1 Series,4.54,1555,2,
72,13,https://www.amazon.com/s/?url=search-alias%3Daps&hidden-keywords=B08QCZ7VTS|B07D7VL9D7,B08QCZ7VTS,False,BEST_DEAL,2022-07-02T17:00:00.513Z,2022-07-16T17:00:00.513Z,multi_item,Up to 30% discount from AC Doctor INC,https://m.media-amazon.com/images/I/412tbdqnGvS.jpg,"{'value': 17.5, 'currency': 'USD', 'symbol': '$', 'raw': '17.5'}","{'value': 23.22, 'currency': 'USD', 'symbol': '$', 'raw': '23.22'}","{'value': 17.5, 'currency': 'USD', 'symbol': '$', 'raw': '17.5 - 23.22', 'name': 'Deal Price'}","{'value': 44.26, 'currency': 'USD', 'symbol': '$', 'raw': '44.26'}","{'value': 50.82, 'currency': 'USD', 'symbol': '$', 'raw': '50.82'}","{'value': 44.26, 'currency': 'USD', 'symbol': '$', 'raw': '44.26 - 50.82', 'name': 'List Price'}","{'value': 17.5, 'currency': 'USD', 'symbol': '$', 'raw': '17.5'}","{'value': 23.22, 'currency': 'USD', 'symbol': '$', 'raw': '23.22'}","{'value': 17.5, 'currency': 'USD', 'symbol': '$', 'raw': '17.5 - 23.22', 'name': 'Current Price'}",AC Doctor INC,False,True,False,06e264c4,A2A4JVS8WIICPK,Up to 30% discount from AC Doctor INC,5.0,4,2,
73,14,https://www.amazon.com/Projector-100-inch-CENTURY-STAR-Outdoor-Wrinkle-Free/dp/B0B1DJ7DPM,B0B1DJ7DPM,False,BEST_DEAL,2022-07-04T07:00:00.513Z,2022-07-11T06:45:00.513Z,multi_item,Projector Screen and Stand CENTURY-STAR 16:9 4K 3D Front Rear Anti-Crease Outdoor Projection Screen Portable Movie Screen with Carry Bag,https://m.media-amazon.com/images/I/51T0mITsaAL._SY500_.jpg,"{'value': 90.09, 'currency': 'USD', 'symbol': '$', 'raw': '90.09'}","{'value': 91.79, 'currency': 'USD', 'symbol': '$', 'raw': '91.79'}","{'value': 90.09, 'currency': 'USD', 'symbol': '$', 'raw': '90.09 - 91.79', 'name': 'Deal Price'}",,,,"{'value': 90.09, 'currency': 'USD', 'symbol': '$', 'raw': '90.09'}","{'value': 91.79, 'currency': 'USD', 'symbol': '$', 'raw': '91.79'}","{'value': 90.09, 'currency': 'USD', 'symbol': '$', 'raw': '90.09 - 91.79', 'name': 'Current Price'}",QIFUTONG,False,True,False,f6192b7f,A2IPEZDUZLERH2,Projector Screen and Stand CENTURY-STAR 16:9 4K 3D Front Rear Anti-Crease Outdoor Projection Screen Portable Movie Screen with Carry Bag,4.47,68,2,
74,15,https://www.amazon.com/s/?url=search-alias%3Daps&hidden-keywords=B07QL4F7MN|B07VV4FXSJ|B07WLP5VS5,B07QL4F7MN,False,BEST_DEAL,2022-06-29T05:00:00.513Z,2022-07-13T05:00:00.513Z,multi_item,Deals from YJY SHOP,https://m.media-amazon.com/images/I/41eEVVupZuL.jpg,"{'value': 9.09, 'currency': 'USD', 'symbol': '$', 'raw': '9.09'}","{'value': 18.19, 'currency': 'USD', 'symbol': '$', 'raw': '18.19'}","{'value': 9.09, 'currency': 'USD', 'symbol': '$', 'raw': '9.09 - 18.19', 'name': 'Deal Price'}",,,,"{'value': 9.09, 'currency': 'USD', 'symbol': '$', 'raw': '9.09'}","{'value': 18.19, 'currency': 'USD', 'symbol': '$', 'raw': '18.19'}","{'value': 9.09, 'currency': 'USD', 'symbol': '$', 'raw': '9.09 - 18.19', 'name': 'Current Price'}",YJY SHOP,False,True,False,f320db1b,A1Y1U3TXKM048O,Deals from YJY SHOP,4.52,38,2,
75,16,https://www.amazon.com/WEWATCH-120-Inch-Projector-Portable/dp/B09HSGMSYP,B09HSGMSYP,False,BEST_DEAL,2022-07-04T07:00:00.513Z,2022-07-11T06:45:00.513Z,multi_item,WEWATCH Projector Screen,https://m.media-amazon.com/images/I/516u2tuzKJL._SY500_.jpg,"{'value': 16.99, 'currency': 'USD', 'symbol': '$', 'raw': '16.99'}","{'value': 18.69, 'currency': 'USD', 'symbol': '$', 'raw': '18.69'}","{'value': 16.99, 'currency': 'USD', 'symbol': '$', 'raw': '16.99 - 18.69', 'name': 'Deal Price'}","{'value': 29.99, 'currency': 'USD', 'symbol': '$', 'raw': '29.99'}","{'value': 39.99, 'currency': 'USD', 'symbol': '$', 'raw': '39.99'}","{'value': 29.99, 'currency': 'USD', 'symbol': '$', 'raw': '29.99 - 39.99', 'name': 'List Price'}","{'value': 16.99, 'currency': 'USD', 'symbol': '$', 'raw': '16.99'}","{'value': 18.69, 'currency': 'USD', 'symbol': '$', 'raw': '18.69'}","{'value': 16.99, 'currency': 'USD', 'symbol': '$', 'raw': '16.99 - 18.69', 'name': 'Current Price'}",WEWATCH,False,True,False,231d729c,A3QQX9RO4Z4SQ,WEWATCH Projector Screen,4.14,141,2,
76,17,https://www.amazon.com/Sony-X90J-Inch-Compatibility-XR50X90J/dp/B08TLC4C4T,B08TLC4C4T,False,BEST_DEAL,2022-06-20T07:00:00.513Z,2022-07-18T06:59:59.513Z,single_item,Sony 50 Inch X90J XR Full Array LED 4K Ultra HD Smart Google TV,https://m.media-amazon.com/images/I/41yg8BDnUyL.jpg,,,"{'value': 898, 'currency': 'USD', 'symbol': '$', 'raw': '898', 'name': 'Deal Price'}",,,"{'value': 999.99, 'currency': 'USD', 'symbol': '$', 'raw': '999.99', 'name': 'List Price'}",,,"{'value': 898, 'currency': 'USD', 'symbol': '$', 'raw': '898', 'name': 'Current Price'}",Amazon.com,False,True,False,87ab3ecc,ATVPDKIKX0DER,On sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com.,4.6,1966,2,
77,18,https://www.amazon.com/Compatible-Generation-Bracket-Remote-Control/dp/B08MVLM8TR,B08MVLM8TR,False,BEST_DEAL,2022-06-29T05:00:00.513Z,2022-07-13T05:00:00.513Z,single_item,Wall Mount Compatible with Apple TV 4K 5th and 4th Generatio,https://m.media-amazon.com/images/I/31fWrWo-TrL.jpg,,,"{'value': 9.99, 'currency': 'USD', 'symbol': '$', 'raw': '9.99', 'name': 'Deal Price'}",,,"{'value': 14.99, 'currency': 'USD', 'symbol': '$', 'raw': '14.99', 'name': 'List Price'}",,,"{'value': 9.99, 'currency': 'USD', 'symbol': '$', 'raw': '9.99', 'name': 'Current Price'}",Yibracki,False,True,False,d27a7535,AXGXT1C5SGX3G,Wall Mount Compatible with Apple TV 4K 5th and 4th Generatio,4.53,17,2,
78,19,https://www.amazon.com/s/?url=search-alias%3Daps&hidden-keywords=B08D3N1M3K|B08HDH39GY,B08D3N1M3K,False,BEST_DEAL,2022-06-25T17:00:00.513Z,2022-07-09T17:00:00.513Z,multi_item,Up to 30% off Electronics from SDUSEIO,https://m.media-amazon.com/images/I/41B-oJGyHUL.jpg,"{'value': 8.39, 'currency': 'USD', 'symbol': '$', 'raw': '8.39'}","{'value': 9.79, 'currency': 'USD', 'symbol': '$', 'raw': '9.79'}","{'value': 8.39, 'currency': 'USD', 'symbol': '$', 'raw': '8.39 - 9.79', 'name': 'Deal Price'}",,,,"{'value': 8.39, 'currency': 'USD', 'symbol': '$', 'raw': '8.39'}","{'value': 9.79, 'currency': 'USD', 'symbol': '$', 'raw': '9.79'}","{'value': 8.39, 'currency': 'USD', 'symbol': '$', 'raw': '8.39 - 9.79', 'name': 'Current Price'}",SDUSEIO,False,True,False,db9369c6,A31F7D7Z70YNJQ,Up to 30% off Electronics from SDUSEIO,4.21,800,2,
79,20,https://www.amazon.com/deal/61d590d4?showVariations=true,B0885SCXFZ,False,BEST_DEAL,2022-07-04T07:00:00.513Z,2022-07-18T06:59:59.513Z,multi_item,LG 75-inch TVs,https://m.media-amazon.com/images/I/51+HM31HbBL.jpg,,,"{'value': 799.99, 'currency': 'USD', 'symbol': '$', 'raw': '799.99', 'name': 'Deal Price'}",,,"{'value': 1499.99, 'currency': 'USD', 'symbol': '$', 'raw': '1499.99', 'name': 'List Price'}",,,"{'value': 799.99, 'currency': 'USD', 'symbol': '$', 'raw': '799.99', 'name': 'Current Price'}",Amazon.com,False,True,False,61d590d4,ATVPDKIKX0DER,On sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com. Discount reflected in current price.,4.55,6214,2,
80,21,https://www.amazon.com/Delidigi-HomePod-Stable-Bracket-Organizer/dp/B08RYS2LVG,B08RYS2LVG,False,BEST_DEAL,2022-07-02T17:00:00.513Z,2022-07-16T17:00:00.513Z,single_item,Delidigi HomePod Mini Wall Mount Stable Bracket Holder Shelf,https://m.media-amazon.com/images/I/51U+bhdM6jL.jpg,,,"{'value': 9.09, 'currency': 'USD', 'symbol': '$', 'raw': '9.09', 'name': 'Deal Price'}",,,,,,"{'value': 9.09, 'currency': 'USD', 'symbol': '$', 'raw': '9.09', 'name': 'Current Price'}",Delidigi,False,True,False,e1be4b11,A1RS7S05UMSUS3,Delidigi HomePod Mini Wall Mount Stable Bracket Holder Shelf,4.44,234,2,
81,22,https://www.amazon.com/deal/4638a5c7,B08WRYKGWN,False,BEST_DEAL,2022-07-03T07:00:00.513Z,2022-07-09T07:00:00.513Z,multi_item,Computer Accessories,https://m.media-amazon.com/images/I/31e1MwxwFaL.jpg,"{'value': 9.3, 'currency': 'USD', 'symbol': '$', 'raw': '9.3'}","{'value': 206.9, 'currency': 'USD', 'symbol': '$', 'raw': '206.9'}","{'value': 9.3, 'currency': 'USD', 'symbol': '$', 'raw': '9.3 - 206.9', 'name': 'Deal Price'}","{'value': 14.99, 'currency': 'USD', 'symbol': '$', 'raw': '14.99'}","{'value': 389, 'currency': 'USD', 'symbol': '$', 'raw': '389'}","{'value': 14.99, 'currency': 'USD', 'symbol': '$', 'raw': '14.99 - 389', 'name': 'List Price'}","{'value': 9.3, 'currency': 'USD', 'symbol': '$', 'raw': '9.3'}","{'value': 206.9, 'currency': 'USD', 'symbol': '$', 'raw': '206.9'}","{'value': 9.3, 'currency': 'USD', 'symbol': '$', 'raw': '9.3 - 206.9', 'name': 'Current Price'}",Amazon.com,False,True,False,4638a5c7,ATVPDKIKX0DER,Computer Accessories are on sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com. Discount reflected in current price.,5.0,2,2,
82,23,https://www.amazon.com/USX-MOUNT-Articulating-Extension-600x400mm/dp/B08M92P11W,B08M92P11W,True,LIGHTNING_DEAL,2022-07-05T12:25:00.513Z,2022-07-06T00:25:00.513Z,single_item,"USX MOUNT UL Listed Full Motion TV Wall Mount for Most 37-75 inch TV, Swivel and Tilt TV Mount with Dual Articulating Arms, Wall Mount TV Bracket Up to 132lbs, VESA 600x400mm, 16"" Wood Studs, XML019",https://m.media-amazon.com/images/I/41T2I1qP8PL._SY500_.jpg,,,,,,,,,,,False,False,False,26bdc393,,"USX MOUNT UL Listed Full Motion TV Wall Mount for Most 37-75 inch TV, Swivel and Tilt TV Mount with Dual Articulating Arms, Wall Mount TV Bracket Up to 132lbs, VESA 600x400mm, 16"" Wood Studs, XML019",0.0,0,2,
83,24,https://www.amazon.com/Motion-Swivel-VESA600X400mm-FORGING-MOUNT/dp/B09T6R2GK3,B09T6R2GK3,True,LIGHTNING_DEAL,2022-07-05T13:00:00.513Z,2022-07-06T01:00:00.513Z,single_item,"TV Wall Mount with 43” Long Arm, Full Motion TV Mount for 37-80” TVs, Swivel Tilt Extend Fits 24”18”16” Wood Studs, Loads 110lbs, Max VESA600X400mm by FORGING MOUNT",https://m.media-amazon.com/images/I/41c-sG1rTIL._SY500_.jpg,,,,,,,,,,,False,False,False,8289322a,,"TV Wall Mount with 43” Long Arm, Full Motion TV Mount for 37-80” TVs, Swivel Tilt Extend Fits 24”18”16” Wood Studs, Loads 110lbs, Max VESA600X400mm by FORGING MOUNT",0.0,0,2,
84,25,https://www.amazon.com/Perlesmith-MotionTV-Articulating-Leveling-600x400mm/dp/B09LQWML9P,B09LQWML9P,True,LIGHTNING_DEAL,2022-07-05T14:50:00.513Z,2022-07-06T02:50:00.513Z,single_item,"PERLESMITH Full MotionTV Wall Mount for Most 37-70 Inch Flat Curved Screen, TV Mount Wall Bracket with Articulating Arms Swivel Tilt Leveling Holds up to 132lbs Max VESA 600x400mm",https://m.media-amazon.com/images/I/41BqDQzV8JL._SY500_.jpg,,,,,,,,,,,False,False,False,f28c3700,,"PERLESMITH Full MotionTV Wall Mount for Most 37-70 Inch Flat Curved Screen, TV Mount Wall Bracket with Articulating Arms Swivel Tilt Leveling Holds up to 132lbs Max VESA 600x400mm",0.0,0,2,
85,26,https://www.amazon.com/Perlegear-Monitors-Extension-Articulating-200x200mm/dp/B083KLQ45W,B083KLQ45W,True,LIGHTNING_DEAL,2022-07-05T14:55:00.513Z,2022-07-06T02:55:00.513Z,single_item,"Perlegear Full Motion TV Wall Mount Bracket for Most 13-42 Inch LED LCD Flat Curved Screen TVs & Monitors, Swivel Tilt Extension Rotation with Articulating Arms, Max VESA 200x200mm up to 44lbs",https://m.media-amazon.com/images/I/41SV7DPUfVL._SY500_.jpg,,,,,,,,,,,False,False,False,4707f48b,,"Perlegear Full Motion TV Wall Mount Bracket for Most 13-42 Inch LED LCD Flat Curved Screen TVs & Monitors, Swivel Tilt Extension Rotation with Articulating Arms, Max VESA 200x200mm up to 44lbs",0.0,0,2,
86,27,https://www.amazon.com/1home-Universal-TVs-Height-Adjustable-Management-Holds/dp/B07YDDHCW5,B07YDDHCW5,True,LIGHTNING_DEAL,2022-07-05T15:45:00.513Z,2022-07-06T03:45:00.513Z,single_item,Universal TV Stand Table Top Pedestal with Bracket for 32”-60” LCD/LED/Plasma TVs-Height Adjustable TV Stand with 8mm Tempered Glass Base & Cable Management-Holds 99lbs & Max.VESA 600x400mm,https://m.media-amazon.com/images/I/41GJ2-f-8QL._SY500_.jpg,,,,,,,,,,,False,False,False,3b88c091,,Universal TV Stand Table Top Pedestal with Bracket for 32”-60” LCD/LED/Plasma TVs-Height Adjustable TV Stand with 8mm Tempered Glass Base & Cable Management-Holds 99lbs & Max.VESA 600x400mm,0.0,0,2,
87,28,https://www.amazon.com/MOUNTUP-Wall-Mounts-Articulating-400x400mm/dp/B07ZSGYCJD,B07ZSGYCJD,True,LIGHTNING_DEAL,2022-07-05T16:15:00.513Z,2022-07-06T04:15:00.513Z,single_item,"MOUNTUP TV Wall Mount -Full Motion TV Wall Mount for Most 26-55 Inch（Some Up to 65''）Flat and Curved TV up to 88 LBS, Wall Mount TV Bracket with Dual Swivel Articulating Rod Max VESA 400x400mm MU0010",https://m.media-amazon.com/images/I/41dEtYk1+CL._SY500_.jpg,,,,,,,,,,,False,False,False,1e2943fa,,"MOUNTUP TV Wall Mount -Full Motion TV Wall Mount for Most 26-55 Inch（Some Up to 65''）Flat and Curved TV up to 88 LBS, Wall Mount TV Bracket with Dual Swivel Articulating Rod Max VESA 400x400mm MU0010",0.0,0,2,
88,29,https://www.amazon.com/Projector-Screen-HYZ-100-inch/dp/B099NBJ2G7,B099NBJ2G7,True,LIGHTNING_DEAL,2022-07-05T17:05:00.513Z,2022-07-06T05:05:00.513Z,single_item,"Projector Screen, HYZ 100 inch 16:9 Indoor & Outdoor HD Projection Screen, with 160° Viewing Angle, Wrinkle-Free Foldable Portable Rear and Front Screen for Home Movies Night",https://m.media-amazon.com/images/I/41jrLzB1InS._SY500_.jpg,,,,,,,,,,,False,False,False,123fff10,,"Projector Screen, HYZ 100 inch 16:9 Indoor & Outdoor HD Projection Screen, with 160° Viewing Angle, Wrinkle-Free Foldable Portable Rear and Front Screen for Home Movies Night",0.0,0,2,
89,30,https://www.amazon.com/WALI-Articulating-Monitor-Extension-100x100/dp/B01BCUM766,B01BCUM766,True,LIGHTNING_DEAL,2022-07-05T17:45:00.513Z,2022-07-06T05:45:00.513Z,single_item,"WALI TV Wall Mount Articulating LCD Monitor Full Motion 15 inch Extension Arm Tilt Swivel for Most 13 to 30 inch LED TV Flat Panel Screen with VESA up to 100x100mm (1330LM), Black",https://m.media-amazon.com/images/I/31KtlPn+bvL._SY500_.jpg,,,,,,,,,,,False,False,False,eb535cc9,,"WALI TV Wall Mount Articulating LCD Monitor Full Motion 15 inch Extension Arm Tilt Swivel for Most 13 to 30 inch LED TV Flat Panel Screen with VESA up to 100x100mm (1330LM), Black",0.0,0,2,
90,31,https://www.amazon.com/Mount-Lockable-Specifically-Swiveling-Compatible/dp/B01F2OZ0VM,B01F2OZ0VM,True,LIGHTNING_DEAL,2022-07-05T18:00:00.513Z,2022-07-06T06:00:00.513Z,single_item,"Mount-It! RV TV Mount, Lockable Full Motion TV Wall Mount Designed Specifically for RV or Mobile Home Use Single Arm Tilting and Swiveling 42 Inches Max, 33 Lb Capacity, VESA 200 Compatible",https://m.media-amazon.com/images/I/41mIOhbZ+vL._SY500_.jpg,,,,,,,,,,,False,False,False,889b2906,,"Mount-It! RV TV Mount, Lockable Full Motion TV Wall Mount Designed Specifically for RV or Mobile Home Use Single Arm Tilting and Swiveling 42 Inches Max, 33 Lb Capacity, VESA 200 Compatible",0.0,0,2,
91,32,https://www.amazon.com/USX-400x400mm-Capacity-Profile-Bracket/dp/B07PQJRTD6,B07PQJRTD6,True,LIGHTNING_DEAL,2022-07-05T18:20:00.513Z,2022-07-06T06:20:00.513Z,single_item,"USX MOUNT Fixed TV Wall Mount with Low Profile for Most 26-55 Inch LED, LCD and Flat Screen TVs, TV Mount Bracket with VESA Up to 400x400mm and Weight Capacity 99lbs,and Space Saving TV Bracket",https://m.media-amazon.com/images/I/41qVzb8j5BS._SY500_.jpg,,,,,,,,,,,False,False,False,df925926,,"USX MOUNT Fixed TV Wall Mount with Low Profile for Most 26-55 Inch LED, LCD and Flat Screen TVs, TV Mount Bracket with VESA Up to 400x400mm and Weight Capacity 99lbs,and Space Saving TV Bracket",0.0,0,2,
92,33,https://www.amazon.com/Portable-Projector-Screen-WEWATCH-Projection/dp/B09PRLMLPW,B09PRLMLPW,True,LIGHTNING_DEAL,2022-07-05T18:20:00.513Z,2022-07-06T06:20:00.513Z,single_item,WEWATCH Projector Screen with Stand,https://m.media-amazon.com/images/I/41JT24raf6L._SY500_.jpg,,,,,,,,,,,False,False,False,886e1d57,,WEWATCH Projector Screen with Stand,0.0,0,2,
93,34,https://www.amazon.com/Mounting-Dream-Articulating-600x400mm-MD2622-24K/dp/B09JNKLNRG,B09JNKLNRG,True,LIGHTNING_DEAL,2022-07-04T18:00:00.513Z,2022-07-05T06:00:00.513Z,single_item,"Mounting Dream TV Wall Mount TV Bracket for Most 42-75 Inch, Premium Full Motion TV Mount with Articulating Arms, Max 600x400mm, Up to 100LBS, Fits 16"", 18"", 24"" Studs, MD2622-24K",https://m.media-amazon.com/images/I/41tB4lSz9eL._SY500_.jpg,,,"{'value': 59.49, 'currency': 'USD', 'symbol': '$', 'raw': '59.49', 'name': 'Deal Price'}",,,"{'value': 79.99, 'currency': 'USD', 'symbol': '$', 'raw': '79.99', 'name': 'List Price'}",,,"{'value': 71.99, 'currency': 'USD', 'symbol': '$', 'raw': '71.99', 'name': 'Current Price'}",Mounting Dream,False,True,False,60b16d3d,A2QJV1LHQIKRFO,"Mounting Dream TV Wall Mount TV Bracket for Most 42-75 Inch, Premium Full Motion TV Mount with Articulating Arms, Max 600x400mm, Up to 100LBS, Fits 16"", 18"", 24"" Studs, MD2622-24K",4.73,123,2,['B09JNKLNRG']
94,35,https://www.amazon.com/Bracket-Screens-Articulating-Extension-600x400/dp/B0886FNQ1W,B0886FNQ1W,True,LIGHTNING_DEAL,2022-07-04T18:00:00.514Z,2022-07-05T06:00:00.514Z,single_item,"ELIVED Full Motion TV Wall Mount Swivel and Tilt for Most 42-70 Inch (Some up to 75"") Flat Screen TVs, TV Mount Bracket with Articulating Arms, Max VESA 600x400mm, 100 lbs. Loading, 12""/16"" Wood Studs",https://m.media-amazon.com/images/I/418D-96VK7L._SY500_.jpg,,,"{'value': 39.99, 'currency': 'USD', 'symbol': '$', 'raw': '39.99', 'name': 'Deal Price'}",,,"{'value': 69.99, 'currency': 'USD', 'symbol': '$', 'raw': '69.99', 'name': 'List Price'}",,,"{'value': 49.99, 'currency': 'USD', 'symbol': '$', 'raw': '49.99', 'name': 'Current Price'}",Elived Store,False,True,False,5e4120d9,A1FHT8W4SSSB2L,"ELIVED Full Motion TV Wall Mount Swivel and Tilt for Most 42-70 Inch (Some up to 75"") Flat Screen TVs, TV Mount Bracket with Articulating Arms, Max VESA 600x400mm, 100 lbs. Loading, 12""/16"" Wood Studs",4.76,811,2,['B0886FNQ1W']
95,36,https://www.amazon.com/LG-OLED83C1PUA-Alexa-Built-Smart/dp/B08WG3243Z,B08WG3243Z,False,BEST_DEAL,2022-06-13T07:00:00.514Z,2022-07-05T06:59:59.514Z,single_item,LG OLED C1 Series 83” Alexa Built-in 4k Smart TV,https://m.media-amazon.com/images/I/51jqQyynhIL.jpg,,,"{'value': 3996.99, 'currency': 'USD', 'symbol': '$', 'raw': '3996.99', 'name': 'Deal Price'}",,,"{'value': 5999.99, 'currency': 'USD', 'symbol': '$', 'raw': '5999.99', 'name': 'List Price'}",,,"{'value': 4496.99, 'currency': 'USD', 'symbol': '$', 'raw': '4496.99', 'name': 'Current Price'}",Amazon.com,False,True,False,7b80005b,ATVPDKIKX0DER,LG OLED C1 Series 83” Alexa Built-in 4k Smart TV,4.76,4718,2,
96,37,https://www.amazon.com/Definitive-Technology-ProCinema-6D-Subwoofer/dp/B07Q5TWBP1,B07Q5TWBP1,False,BEST_DEAL,2022-06-20T04:00:00.514Z,2022-07-05T06:59:59.514Z,single_item,Definitive Technology Descend Series,https://m.media-amazon.com/images/I/21XPCoHv1VL.jpg,,,"{'value': 799, 'currency': 'USD', 'symbol': '$', 'raw': '799', 'name': 'Deal Price'}",,,"{'value': 999, 'currency': 'USD', 'symbol': '$', 'raw': '999', 'name': 'List Price'}",,,"{'value': 999, 'currency': 'USD', 'symbol': '$', 'raw': '999', 'name': 'Current Price'}",Amazon.com,False,True,False,9538c0a2,ATVPDKIKX0DER,On sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com. Discount reflected in current price,4.36,61,2,
97,38,https://www.amazon.com/Sony-Inch-Ultra-X80K-KD65X80K/dp/B09P4C85N8,B09P4C85N8,False,BEST_DEAL,2022-06-20T07:00:00.514Z,2022-07-05T06:59:59.514Z,single_item,Sony 65 Inch X80K 4K Ultra HD LED Smart Google TV Dolby Vision HDR,https://m.media-amazon.com/images/I/41CVPW+cVAL.jpg,,,"{'value': 798, 'currency': 'USD', 'symbol': '$', 'raw': '798', 'name': 'Deal Price'}",,,"{'value': 999.99, 'currency': 'USD', 'symbol': '$', 'raw': '999.99', 'name': 'List Price'}",,,"{'value': 798, 'currency': 'USD', 'symbol': '$', 'raw': '798', 'name': 'Current Price'}",Amazon.com,False,True,False,5d55454c,ATVPDKIKX0DER,On sale for limited time only. Valid while supplies last and when shipped & sold by Amazon.com.,4.44,111,2,
